path_idx	node_id	LCA	label	event	count	J_A_B	C_A	C_A_B	C_B	M_B_A	m_1	m_2	m_3	m_4
27	1	16	A=[a1,a1];B=[b1,b1]	J_A_B	1	1	1	0	1	2	2	2	0	0
27	11	16	A_B=[a1,a1,b1,b1]	C_A_B	1	0	0	6	0	0	2	2	0	0
27	14	16	A_B=[a1,a1,b1+b1]	C_A_B	2	0	0	3	0	0	0	2	0	1
27	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
28	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
28	23	16	A=[a1+a1];B=[b1,b1]	J_A_B	1	1	0	0	1	2	2	0	0	1
28	22	16	A_B=[a1+a1,b1,b1]	C_A_B	2	0	0	3	0	0	2	0	0	1
28	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
29	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
29	23	16	A=[a1+a1];B=[b1,b1]	J_A_B	1	1	0	0	1	2	2	0	0	1
29	17	16	A_B=[a1+a1,b1,b1]	C_A_B	1	0	0	3	0	0	2	0	0	1
29	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
30	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
30	25	16	A=[a1+a1];B=[b1,b1]	C_B	1	1	0	0	1	2	2	0	0	1
30	17	16	A=[a1+a1];B=[b1+b1]	J_A_B	1	1	0	0	0	1	0	0	0	2
30	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
31	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
31	25	16	A=[a1+a1];B=[b1,b1]	C_B	1	1	0	0	1	2	2	0	0	1
31	12	16	A=[a1+a1];B=[b1+b1]	M_B_A	1	1	0	0	0	1	0	0	0	2
31	17	16	A=[a1+a1,b1+b1]	J_A_B	1	1	1	0	0	0	0	0	0	2
31	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
32	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
32	5	16	A=[a1+a1];B=[b1,b1]	M_B_A	2	1	0	0	1	2	2	0	0	1
32	23	16	A=[a1+a1,b1];B=[b1]	J_A_B	1	1	1	0	0	1	2	0	0	1
32	22	16	A_B=[a1+a1,b1,b1]	C_A_B	2	0	0	3	0	0	2	0	0	1
32	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
33	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
33	5	16	A=[a1+a1];B=[b1,b1]	M_B_A	2	1	0	0	1	2	2	0	0	1
33	23	16	A=[a1+a1,b1];B=[b1]	J_A_B	1	1	1	0	0	1	2	0	0	1
33	17	16	A_B=[a1+a1,b1,b1]	C_A_B	1	0	0	3	0	0	2	0	0	1
33	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
34	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
34	5	16	A=[a1+a1];B=[b1,b1]	M_B_A	2	1	0	0	1	2	2	0	0	1
34	24	16	A=[a1+a1,b1];B=[b1]	C_A	1	1	1	0	0	1	2	0	0	1
34	22	16	A=[a1+a1+b1];B=[b1]	J_A_B	1	1	0	0	0	1	2	0	0	0
34	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
35	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
35	5	16	A=[a1+a1];B=[b1,b1]	M_B_A	2	1	0	0	1	2	2	0	0	1
35	24	16	A=[a1+a1,b1];B=[b1]	C_A	1	1	1	0	0	1	2	0	0	1
35	19	16	A=[a1+a1+b1];B=[b1]	M_B_A	1	1	0	0	0	1	2	0	0	0
35	22	16	A=[a1+a1+b1,b1]	J_A_B	1	1	1	0	0	0	2	0	0	0
35	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
36	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
36	5	16	A=[a1+a1];B=[b1,b1]	M_B_A	2	1	0	0	1	2	2	0	0	1
36	8	16	A=[a1+a1,b1];B=[b1]	M_B_A	1	1	1	0	0	1	2	0	0	1
36	23	16	A=[a1+a1,b1,b1]	J_A_B	1	1	3	0	0	0	2	0	0	1
36	22	16	A_B=[a1+a1,b1,b1]	C_A_B	2	0	0	3	0	0	2	0	0	1
36	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
37	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
37	5	16	A=[a1+a1];B=[b1,b1]	M_B_A	2	1	0	0	1	2	2	0	0	1
37	8	16	A=[a1+a1,b1];B=[b1]	M_B_A	1	1	1	0	0	1	2	0	0	1
37	23	16	A=[a1+a1,b1,b1]	J_A_B	1	1	3	0	0	0	2	0	0	1
37	17	16	A_B=[a1+a1,b1,b1]	C_A_B	1	0	0	3	0	0	2	0	0	1
37	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
38	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
38	5	16	A=[a1+a1];B=[b1,b1]	M_B_A	2	1	0	0	1	2	2	0	0	1
38	8	16	A=[a1+a1,b1];B=[b1]	M_B_A	1	1	1	0	0	1	2	0	0	1
38	19	16	A=[a1+a1,b1,b1]	C_A	2	1	3	0	0	0	2	0	0	1
38	22	16	A=[a1+a1+b1,b1]	J_A_B	1	1	1	0	0	0	2	0	0	0
38	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
39	2	16	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
39	5	16	A=[a1+a1];B=[b1,b1]	M_B_A	2	1	0	0	1	2	2	0	0	1
39	8	16	A=[a1+a1,b1];B=[b1]	M_B_A	1	1	1	0	0	1	2	0	0	1
39	12	16	A=[a1+a1,b1,b1]	C_A	1	1	3	0	0	0	2	0	0	1
39	17	16	A=[a1+a1,b1+b1]	J_A_B	1	1	1	0	0	0	0	0	0	2
39	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
40	3	16	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
40	11	16	A=[a1,a1];B=[b1+b1]	J_A_B	1	1	1	0	0	1	0	2	0	1
40	17	16	A_B=[a1,a1,b1+b1]	C_A_B	1	0	0	3	0	0	0	2	0	1
40	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
41	3	16	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
41	11	16	A=[a1,a1];B=[b1+b1]	J_A_B	1	1	1	0	0	1	0	2	0	1
41	14	16	A_B=[a1,a1,b1+b1]	C_A_B	2	0	0	3	0	0	0	2	0	1
41	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
42	3	16	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
42	25	16	A=[a1,a1];B=[b1+b1]	C_A	1	1	1	0	0	1	0	2	0	1
42	17	16	A=[a1+a1];B=[b1+b1]	J_A_B	1	1	0	0	0	1	0	0	0	2
42	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
43	3	16	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
43	25	16	A=[a1,a1];B=[b1+b1]	C_A	1	1	1	0	0	1	0	2	0	1
43	12	16	A=[a1+a1];B=[b1+b1]	M_B_A	1	1	0	0	0	1	0	0	0	2
43	17	16	A=[a1+a1,b1+b1]	J_A_B	1	1	1	0	0	0	0	0	0	2
43	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
44	3	16	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
44	10	16	A=[a1,a1];B=[b1+b1]	M_B_A	1	1	1	0	0	1	0	2	0	1
44	11	16	A=[a1,a1,b1+b1]	J_A_B	1	1	3	0	0	0	0	2	0	1
44	17	16	A_B=[a1,a1,b1+b1]	C_A_B	1	0	0	3	0	0	0	2	0	1
44	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
45	3	16	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
45	10	16	A=[a1,a1];B=[b1+b1]	M_B_A	1	1	1	0	0	1	0	2	0	1
45	11	16	A=[a1,a1,b1+b1]	J_A_B	1	1	3	0	0	0	0	2	0	1
45	14	16	A_B=[a1,a1,b1+b1]	C_A_B	2	0	0	3	0	0	0	2	0	1
45	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
46	3	16	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
46	10	16	A=[a1,a1];B=[b1+b1]	M_B_A	1	1	1	0	0	1	0	2	0	1
46	12	16	A=[a1,a1,b1+b1]	C_A	1	1	3	0	0	0	0	2	0	1
46	17	16	A=[a1+a1,b1+b1]	J_A_B	1	1	1	0	0	0	0	0	0	2
46	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
47	3	16	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
47	10	16	A=[a1,a1];B=[b1+b1]	M_B_A	1	1	1	0	0	1	0	2	0	1
47	13	16	A=[a1,a1,b1+b1]	C_A	2	1	3	0	0	0	0	2	0	1
47	14	16	A=[a1,a1+b1+b1]	J_A_B	1	1	1	0	0	0	0	2	0	0
47	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
48	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
48	1	16	A=[a1,a1,b1];B=[b1]	J_A_B	1	1	3	0	0	1	2	2	0	0
48	23	16	A_B=[a1,a1,b1,b1]	C_A_B	1	0	0	6	0	0	2	2	0	0
48	22	16	A_B=[a1+a1,b1,b1]	C_A_B	2	0	0	3	0	0	2	0	0	1
48	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
49	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
49	1	16	A=[a1,a1,b1];B=[b1]	J_A_B	1	1	3	0	0	1	2	2	0	0
49	23	16	A_B=[a1,a1,b1,b1]	C_A_B	1	0	0	6	0	0	2	2	0	0
49	17	16	A_B=[a1+a1,b1,b1]	C_A_B	1	0	0	3	0	0	2	0	0	1
49	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
50	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
50	1	16	A=[a1,a1,b1];B=[b1]	J_A_B	1	1	3	0	0	1	2	2	0	0
50	18	16	A_B=[a1,a1,b1,b1]	C_A_B	4	0	0	6	0	0	2	2	0	0
50	22	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
50	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
51	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
51	1	16	A=[a1,a1,b1];B=[b1]	J_A_B	1	1	3	0	0	1	2	2	0	0
51	18	16	A_B=[a1,a1,b1,b1]	C_A_B	4	0	0	6	0	0	2	2	0	0
51	21	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
51	16	16	A_B=[a1+b1,a1+b1]	C_A_B	1	0	0	1	0	0	0	0	2	0
52	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
52	1	16	A=[a1,a1,b1];B=[b1]	J_A_B	1	1	3	0	0	1	2	2	0	0
52	18	16	A_B=[a1,a1,b1,b1]	C_A_B	4	0	0	6	0	0	2	2	0	0
52	14	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
52	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
53	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
53	1	16	A=[a1,a1,b1];B=[b1]	J_A_B	1	1	3	0	0	1	2	2	0	0
53	11	16	A_B=[a1,a1,b1,b1]	C_A_B	1	0	0	6	0	0	2	2	0	0
53	17	16	A_B=[a1,a1,b1+b1]	C_A_B	1	0	0	3	0	0	0	2	0	1
53	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
54	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
54	1	16	A=[a1,a1,b1];B=[b1]	J_A_B	1	1	3	0	0	1	2	2	0	0
54	11	16	A_B=[a1,a1,b1,b1]	C_A_B	1	0	0	6	0	0	2	2	0	0
54	14	16	A_B=[a1,a1,b1+b1]	C_A_B	2	0	0	3	0	0	0	2	0	1
54	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
55	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
55	5	16	A=[a1,a1,b1];B=[b1]	C_A	1	1	3	0	0	1	2	2	0	0
55	23	16	A=[a1+a1,b1];B=[b1]	J_A_B	1	1	1	0	0	1	2	0	0	1
55	22	16	A_B=[a1+a1,b1,b1]	C_A_B	2	0	0	3	0	0	2	0	0	1
55	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
56	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
56	5	16	A=[a1,a1,b1];B=[b1]	C_A	1	1	3	0	0	1	2	2	0	0
56	23	16	A=[a1+a1,b1];B=[b1]	J_A_B	1	1	1	0	0	1	2	0	0	1
56	17	16	A_B=[a1+a1,b1,b1]	C_A_B	1	0	0	3	0	0	2	0	0	1
56	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
57	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
57	5	16	A=[a1,a1,b1];B=[b1]	C_A	1	1	3	0	0	1	2	2	0	0
57	24	16	A=[a1+a1,b1];B=[b1]	C_A	1	1	1	0	0	1	2	0	0	1
57	22	16	A=[a1+a1+b1];B=[b1]	J_A_B	1	1	0	0	0	1	2	0	0	0
57	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
58	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
58	5	16	A=[a1,a1,b1];B=[b1]	C_A	1	1	3	0	0	1	2	2	0	0
58	24	16	A=[a1+a1,b1];B=[b1]	C_A	1	1	1	0	0	1	2	0	0	1
58	19	16	A=[a1+a1+b1];B=[b1]	M_B_A	1	1	0	0	0	1	2	0	0	0
58	22	16	A=[a1+a1+b1,b1]	J_A_B	1	1	1	0	0	0	2	0	0	0
58	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
59	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
59	5	16	A=[a1,a1,b1];B=[b1]	C_A	1	1	3	0	0	1	2	2	0	0
59	8	16	A=[a1+a1,b1];B=[b1]	M_B_A	1	1	1	0	0	1	2	0	0	1
59	23	16	A=[a1+a1,b1,b1]	J_A_B	1	1	3	0	0	0	2	0	0	1
59	22	16	A_B=[a1+a1,b1,b1]	C_A_B	2	0	0	3	0	0	2	0	0	1
59	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
60	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
60	5	16	A=[a1,a1,b1];B=[b1]	C_A	1	1	3	0	0	1	2	2	0	0
60	8	16	A=[a1+a1,b1];B=[b1]	M_B_A	1	1	1	0	0	1	2	0	0	1
60	23	16	A=[a1+a1,b1,b1]	J_A_B	1	1	3	0	0	0	2	0	0	1
60	17	16	A_B=[a1+a1,b1,b1]	C_A_B	1	0	0	3	0	0	2	0	0	1
60	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
61	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
61	5	16	A=[a1,a1,b1];B=[b1]	C_A	1	1	3	0	0	1	2	2	0	0
61	8	16	A=[a1+a1,b1];B=[b1]	M_B_A	1	1	1	0	0	1	2	0	0	1
61	19	16	A=[a1+a1,b1,b1]	C_A	2	1	3	0	0	0	2	0	0	1
61	22	16	A=[a1+a1+b1,b1]	J_A_B	1	1	1	0	0	0	2	0	0	0
61	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
62	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
62	5	16	A=[a1,a1,b1];B=[b1]	C_A	1	1	3	0	0	1	2	2	0	0
62	8	16	A=[a1+a1,b1];B=[b1]	M_B_A	1	1	1	0	0	1	2	0	0	1
62	12	16	A=[a1+a1,b1,b1]	C_A	1	1	3	0	0	0	2	0	0	1
62	17	16	A=[a1+a1,b1+b1]	J_A_B	1	1	1	0	0	0	0	0	0	2
62	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
63	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
63	6	16	A=[a1,a1,b1];B=[b1]	C_A	2	1	3	0	0	1	2	2	0	0
63	18	16	A=[a1,a1+b1];B=[b1]	J_A_B	1	1	1	0	0	1	1	1	1	0
63	22	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
63	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
64	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
64	6	16	A=[a1,a1,b1];B=[b1]	C_A	2	1	3	0	0	1	2	2	0	0
64	18	16	A=[a1,a1+b1];B=[b1]	J_A_B	1	1	1	0	0	1	1	1	1	0
64	21	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
64	16	16	A_B=[a1+b1,a1+b1]	C_A_B	1	0	0	1	0	0	0	0	2	0
65	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
65	6	16	A=[a1,a1,b1];B=[b1]	C_A	2	1	3	0	0	1	2	2	0	0
65	18	16	A=[a1,a1+b1];B=[b1]	J_A_B	1	1	1	0	0	1	1	1	1	0
65	14	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
65	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
66	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
66	6	16	A=[a1,a1,b1];B=[b1]	C_A	2	1	3	0	0	1	2	2	0	0
66	24	16	A=[a1,a1+b1];B=[b1]	C_A	1	1	1	0	0	1	1	1	1	0
66	22	16	A=[a1+a1+b1];B=[b1]	J_A_B	1	1	0	0	0	1	2	0	0	0
66	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
67	4	16	A=[a1,a1];B=[b1,b1]	M_B_A	2	1	1	0	1	2	2	2	0	0
67	6	16	A=[a1,a1,b1];B=[b1]	C_A	2	1	3	0	0	1	2	2	0	0
67	24	16	A=[a1,a1+b1];B=[b1]	C_A	1	1	1	0	0	1	1	1	1	0
67	19	16	A=[a1+a1+b1];B=[b1]	M_B_A	1	1	0	0	0	1	2	0	0	0
67	22	16	A=[a1+a1+b1,b1]	J_A_B	1	1	1	0	0	0	2	0	0	0
67	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
