path_idx	node_id	LCA	label	event	count	C_A	C_B	M_B_A	m_1	m_4
61	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
61	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
61	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
62	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
62	34	21	A=[b1];B=[b1,b2,b2]	C_B	2	0	3	3	4	0
62	40	21	A=[b1];B=[b1+b2,b2]	C_B	1	0	1	2	2	1
62	20	21	A=[b1];B=[b1+b2+b2]	M_B_A	1	0	0	1	1	0
62	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
63	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
63	34	21	A=[b1];B=[b1,b2,b2]	C_B	2	0	3	3	4	0
63	30	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
63	31	21	A=[b1,b1+b2];B=[b2]	C_A	1	1	0	1	2	1
63	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
63	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
64	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
64	34	21	A=[b1];B=[b1,b2,b2]	C_B	2	0	3	3	4	0
64	30	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
64	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
64	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
64	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
65	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
65	34	21	A=[b1];B=[b1,b2,b2]	C_B	2	0	3	3	4	0
65	30	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
65	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
65	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
65	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
66	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
66	34	21	A=[b1];B=[b1,b2,b2]	C_B	2	0	3	3	4	0
66	30	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
66	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
66	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
66	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
67	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
67	34	21	A=[b1];B=[b1,b2,b2]	C_B	2	0	3	3	4	0
67	27	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
67	32	21	A=[b1,b2];B=[b1+b2]	C_A	1	1	0	1	2	1
67	23	21	A=[b1+b2];B=[b1+b2]	M_B_A	1	0	0	1	0	2
67	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
68	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
68	34	21	A=[b1];B=[b1,b2,b2]	C_B	2	0	3	3	4	0
68	27	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
68	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
68	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
68	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
69	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
69	34	21	A=[b1];B=[b1,b2,b2]	C_B	2	0	3	3	4	0
69	27	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
69	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
69	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
69	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
70	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
70	34	21	A=[b1];B=[b1,b2,b2]	C_B	2	0	3	3	4	0
70	27	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
70	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
70	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
70	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
71	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
71	35	21	A=[b1];B=[b1,b2,b2]	C_B	1	0	3	3	4	0
71	40	21	A=[b1];B=[b1,b2+b2]	C_B	1	0	1	2	2	1
71	20	21	A=[b1];B=[b1+b2+b2]	M_B_A	1	0	0	1	1	0
71	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
72	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
72	35	21	A=[b1];B=[b1,b2,b2]	C_B	1	0	3	3	4	0
72	38	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
72	39	21	A=[b1,b1];B=[b2+b2]	C_A	1	1	0	1	2	1
72	19	21	A=[b1+b1];B=[b2+b2]	M_B_A	1	0	0	1	0	2
72	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
73	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
73	35	21	A=[b1];B=[b1,b2,b2]	C_B	1	0	3	3	4	0
73	38	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
73	18	21	A=[b1,b1];B=[b2+b2]	M_B_A	1	1	0	1	2	1
73	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
73	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
74	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
74	35	21	A=[b1];B=[b1,b2,b2]	C_B	1	0	3	3	4	0
74	38	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
74	18	21	A=[b1,b1];B=[b2+b2]	M_B_A	1	1	0	1	2	1
74	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
74	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
75	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
75	35	21	A=[b1];B=[b1,b2,b2]	C_B	1	0	3	3	4	0
75	14	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
75	24	21	A=[b1,b2+b2];B=[b1]	C_A	1	1	0	1	2	1
75	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
75	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
76	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
76	35	21	A=[b1];B=[b1,b2,b2]	C_B	1	0	3	3	4	0
76	14	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
76	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
76	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
76	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
77	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
77	35	21	A=[b1];B=[b1,b2,b2]	C_B	1	0	3	3	4	0
77	14	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
77	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
77	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
77	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
78	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
78	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
78	37	21	A=[b1,b1];B=[b2,b2]	C_A	1	1	1	2	4	0
78	39	21	A=[b1+b1];B=[b2,b2]	C_B	1	0	1	2	2	1
78	19	21	A=[b1+b1];B=[b2+b2]	M_B_A	1	0	0	1	0	2
78	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
79	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
79	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
79	37	21	A=[b1,b1];B=[b2,b2]	C_A	1	1	1	2	4	0
79	29	21	A=[b1+b1];B=[b2,b2]	M_B_A	2	0	1	2	2	1
79	31	21	A=[b1+b1,b2];B=[b2]	C_A	1	1	0	1	2	1
79	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
79	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
80	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
80	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
80	37	21	A=[b1,b1];B=[b2,b2]	C_A	1	1	1	2	4	0
80	29	21	A=[b1+b1];B=[b2,b2]	M_B_A	2	0	1	2	2	1
80	16	21	A=[b1+b1,b2];B=[b2]	M_B_A	1	1	0	1	2	1
80	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
80	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
81	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
81	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
81	37	21	A=[b1,b1];B=[b2,b2]	C_A	1	1	1	2	4	0
81	29	21	A=[b1+b1];B=[b2,b2]	M_B_A	2	0	1	2	2	1
81	16	21	A=[b1+b1,b2];B=[b2]	M_B_A	1	1	0	1	2	1
81	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
81	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
82	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
82	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
82	38	21	A=[b1,b1];B=[b2,b2]	C_B	1	1	1	2	4	0
82	39	21	A=[b1,b1];B=[b2+b2]	C_A	1	1	0	1	2	1
82	19	21	A=[b1+b1];B=[b2+b2]	M_B_A	1	0	0	1	0	2
82	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
83	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
83	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
83	38	21	A=[b1,b1];B=[b2,b2]	C_B	1	1	1	2	4	0
83	18	21	A=[b1,b1];B=[b2+b2]	M_B_A	1	1	0	1	2	1
83	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
83	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
84	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
84	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
84	38	21	A=[b1,b1];B=[b2,b2]	C_B	1	1	1	2	4	0
84	18	21	A=[b1,b1];B=[b2+b2]	M_B_A	1	1	0	1	2	1
84	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
84	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
85	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
85	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
85	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
85	29	21	A=[b1,b1,b2];B=[b2]	C_A	1	3	0	1	4	0
85	31	21	A=[b1+b1,b2];B=[b2]	C_A	1	1	0	1	2	1
85	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
85	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
86	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
86	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
86	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
86	29	21	A=[b1,b1,b2];B=[b2]	C_A	1	3	0	1	4	0
86	16	21	A=[b1+b1,b2];B=[b2]	M_B_A	1	1	0	1	2	1
86	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
86	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
87	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
87	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
87	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
87	29	21	A=[b1,b1,b2];B=[b2]	C_A	1	3	0	1	4	0
87	16	21	A=[b1+b1,b2];B=[b2]	M_B_A	1	1	0	1	2	1
87	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
87	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
88	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
88	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
88	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
88	30	21	A=[b1,b1,b2];B=[b2]	C_A	2	3	0	1	4	0
88	31	21	A=[b1,b1+b2];B=[b2]	C_A	1	1	0	1	2	1
88	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
88	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
89	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
89	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
89	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
89	30	21	A=[b1,b1,b2];B=[b2]	C_A	2	3	0	1	4	0
89	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
89	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
89	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
90	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
90	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
90	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
90	30	21	A=[b1,b1,b2];B=[b2]	C_A	2	3	0	1	4	0
90	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
90	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
90	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
91	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
91	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
91	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
91	30	21	A=[b1,b1,b2];B=[b2]	C_A	2	3	0	1	4	0
91	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
91	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
91	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
92	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
92	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
92	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
92	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
92	16	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
92	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
92	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
93	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
93	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
93	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
93	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
93	16	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
93	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
93	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
94	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
94	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
94	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
94	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
94	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
94	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
94	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
95	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
95	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
95	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
95	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
95	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
95	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
95	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
96	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
96	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
96	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
96	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
96	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
96	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
96	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
97	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
97	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
97	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
97	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
97	18	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
97	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
97	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
98	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
98	36	21	A=[b1];B=[b1,b2,b2]	M_B_A	1	0	3	3	4	0
98	28	21	A=[b1,b1];B=[b2,b2]	M_B_A	2	1	1	2	4	0
98	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
98	18	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
98	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
98	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
99	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
99	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
99	26	21	A=[b1,b2];B=[b1,b2]	C_A	1	1	1	2	4	0
99	32	21	A=[b1+b2];B=[b1,b2]	C_B	1	0	1	2	2	1
99	23	21	A=[b1+b2];B=[b1+b2]	M_B_A	1	0	0	1	0	2
99	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
100	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
100	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
100	26	21	A=[b1,b2];B=[b1,b2]	C_A	1	1	1	2	4	0
100	30	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
100	31	21	A=[b1,b1+b2];B=[b2]	C_A	1	1	0	1	2	1
100	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
100	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
101	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
101	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
101	26	21	A=[b1,b2];B=[b1,b2]	C_A	1	1	1	2	4	0
101	30	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
101	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
101	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
101	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
102	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
102	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
102	26	21	A=[b1,b2];B=[b1,b2]	C_A	1	1	1	2	4	0
102	30	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
102	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
102	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
102	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
103	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
103	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
103	26	21	A=[b1,b2];B=[b1,b2]	C_A	1	1	1	2	4	0
103	30	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
103	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
103	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
103	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
104	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
104	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
104	26	21	A=[b1,b2];B=[b1,b2]	C_A	1	1	1	2	4	0
104	13	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
104	24	21	A=[b1+b2,b2];B=[b1]	C_A	1	1	0	1	2	1
104	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
104	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
105	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
105	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
105	26	21	A=[b1,b2];B=[b1,b2]	C_A	1	1	1	2	4	0
105	13	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
105	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
105	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
105	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
106	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
106	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
106	26	21	A=[b1,b2];B=[b1,b2]	C_A	1	1	1	2	4	0
106	13	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
106	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
106	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
106	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
107	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
107	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
107	26	21	A=[b1,b2];B=[b1,b2]	C_A	1	1	1	2	4	0
107	13	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
107	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
107	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
107	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
108	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
108	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
108	27	21	A=[b1,b2];B=[b1,b2]	C_B	1	1	1	2	4	0
108	32	21	A=[b1,b2];B=[b1+b2]	C_A	1	1	0	1	2	1
108	23	21	A=[b1+b2];B=[b1+b2]	M_B_A	1	0	0	1	0	2
108	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
109	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
109	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
109	27	21	A=[b1,b2];B=[b1,b2]	C_B	1	1	1	2	4	0
109	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
109	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
109	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
110	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
110	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
110	27	21	A=[b1,b2];B=[b1,b2]	C_B	1	1	1	2	4	0
110	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
110	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
110	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
111	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
111	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
111	27	21	A=[b1,b2];B=[b1,b2]	C_B	1	1	1	2	4	0
111	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
111	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
111	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
112	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
112	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
112	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
112	29	21	A=[b1,b1,b2];B=[b2]	C_A	1	3	0	1	4	0
112	31	21	A=[b1+b1,b2];B=[b2]	C_A	1	1	0	1	2	1
112	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
112	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
113	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
113	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
113	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
113	29	21	A=[b1,b1,b2];B=[b2]	C_A	1	3	0	1	4	0
113	16	21	A=[b1+b1,b2];B=[b2]	M_B_A	1	1	0	1	2	1
113	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
113	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
114	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
114	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
