hetA	fixed	hetB	hetAB	probability
1	2	2	0	538802148258403361632133246473610022555146249780620682845415230137279758282496258214324444059987228942293044337738844796645454536407047843/617933548690879891647945067685286621613042444477121157478767453094964072603803620689623208301113527437021058961948580861170543428533464725800
2	0	0	0	514755671423561696861032625256576148955044224154937891676171970095581301036067843102753811016923673190319240015144605738919676297733/9703677837767251863564211808146660166446715303473232750143317501356206022859748186204326849413851836555478059256344881891625125566800
2	0	2	0	113121037463876412732574387038461434233853543689683152152689326679875095347971180977000527456339724420070098616432870783556135841862023595116875327/10620272676952766811547789082714361332905970849098431933811800069708115802329359802091099110130581587034016481790170408170629059298587665510196876576
2	0	0	1	1068438912283412419338030395740796096807582749331293624663/187936649121950689708935240849623106918478655927856886823968
2	0	1	1	12006575653505496557399730768910252481122712942725122548093/2492027928902787724368427411759156971338871112499158060094100
2	0	2	1	16258962188070846184562060892141107262694670/6237507307937148939670458229116759340637452989
2	0	0	2	394604054442119671374608786341743841367021842253025471808684744/216163217565770024516079865634905219200003620131748638149540200235
2	0	1	2	5672650443167044533435066921097050841028087677077589771609819/3362769670845998456008334043099415501319970034380596479389799800
2	0	2	2	76652085237721562181566160287762369605444783/80969255542637825609375914693304413607580867744
2	1	0	0	11303580776204294813176351954469918532503541693515083135194882701270108649999835990478024600919087608353662138405815879/1055153996407506226178896993130363032318687301191681407811705047207433783712381557459403583798090166389939186286206937050
2	1	1	0	1009239318144905460257437801786162819366704938080188006611053628560594982877575158481386657533050516919386054199000388272008531/317575673676980681952986915022721300103049838908452004832751258764833341752401458390297340970253303160751930027560428159481714240
2	1	2	0	9373348518461781971900744439070844101356740426963598449528479334871001933098140363744964126043978360055268626258218420633/9500472758700643082284860811990524313698095580230822276973476570192053606241913311062420202088635294899918888486875461619960
2	2	0	0	1081395678885743548326035267816139553256265114554363944235370820826304653897733033943973775081636361147589572426327194744287/279869570636534690864894593061138647991336631859412061608988681997833595837079367214069565041530428209774242145807344156657900
2	2	1	0	32761679029542851251994651525706446900101327626061804098339432572998986089174745060245895592563127028999440099436423823249949215367247/27766511277091113311726194670681209381717724398018897852618546826946327202844021290359571292562132047443724237553965070588858782977140000
2	2	2	0	68237799652880928735230634561348333666749764412701921334085525638896050544482198416828920368525333835171800721877907753797/184043517668530611945709947708360099141294640622366908428171450302378681572415780511648030486286379175759338956674715896125280
*	*	*	*	64557470415381029690410780238565135467863658386292486209623840553408105499399543024775774619418313062474656085565561980750912743596290488466190910532115917242591134848831517735550344686979657397786627731314858480318582630866394409822006902072649900680993094455170154567979567270277056640775492046431303958989964134318274573932883335077555660596837447538503674515845762640201536500694806771882618494931469117414664167725676758350938905022255353190908288965555965976488296900745521217694373977666149513805537693628894583223856027621690799405801184050183380723130221102517169109426367154035493719769491491992452274063388299132821053290776847914780100512065727756421686288817255100579901913931171403785572174152694276606765859277218000809889068405251568025432467481948476672357169192512778172549049455386707586447878114361143912243124402145776870597446142357793593954103627507778630851386678962082835034740806803653441859463681983004747998440466329053885164581213904949014980732957323467464703043789466826508069275775992986110693535169974893938772648796434879590925659214065160758059231396371571915637491131639118791843842702472724739710161151960848673468842308941173541925557246501472252571880921931308594167615094518008085815510776156932581702769765414071926634725455669133144390105089773696011239609607672631955686905362610319919516962322062492069851978417056156896127481745691744259224352281464353887994546260293561255750144893799395526519073502994861160934155089962390488438096244197351854271977796558442956050167544601709130780707552627817766773661069214507143630039086023100679565680766453368879182429255045545729342973451081260842809500316369171726017437536083724301038596708319174652221420942522013563155951544622358165167212268788160047076726010219537977142413831310482295425484122586969987747214500206530852980121017750887361120316043376876078857911668106804164926183784248740111560222102316645833081590345765957245106163871071060978322544759835443601354217171257634772237280074155916213921085845180984977834755437296921627196062034100698783261040543058978587654263544784197113145578995830342418419175107551802544308047160488446101361913950659173102174170423336214397137378315783822505653749754156413028272018924325312888091548809900590611512419576371598936092328945176305215376494400619039564482974159526252942467805422186545787167866809756699756316890494644819046194327173528616621610957267194374046029879256245883208580577650674527936534431655699829300577882643203825966740886674732586930760662038802513971254834498452730877248591905707767183243831698225782892433800197455223474031935515891826745306588765825260058546392273862957906004879948395802293000012570511414254346322821546628461007079949862485781327088811987422951452215915436450634245158137048143126260163193980769087312861098064156587715694545239981216714775071299758171563399556427453948142101078043206479902651562626270723016552606472848171079166410397907642823056063857770983692095947976050517946687007065638533783116232045721821337870697186829/113529437028848493343022174113421299267716565680881493500087586399404468739229277533584225922634662212824213530697611814150400623004362200807488142204344212658114468763246545468905874871225667914455151192131471034672176289671787388629702093622844292859871546387311817530890558178419173834763772115001813870168196354879790289315184422922649861611508700129042440815633184860395195046861390344096468692198662198616567408861201662091627142991694631292398738483674129449460925807377188232945580075450629262875411574198380366823690299135775735647967119430424732475976349482831296137617670692418225668589327727698484905382755905304410643020631018320050433843720584766408817822062440146063659300165325421339026966633213151614589846619031702559871230802786956807879554665870462140758140065448519446184004016183461959019848822681667097714750779583627807688584741730834958421293790761938896852125757111490330225809457696997576973080835874559569101234209787498649129453791662411308727767226762636741442555672088112859620676435834912173218022924974693238514139008991394578819453430661186551584391518432678710746572338075988017661113135760798913084806069247988826227274852212009654118483199284989688286056010880784171897442723707344777940566126040557614999443362297170168779192409121257434627652809999013887267592659795886412502780458926794723057569668170333730154978827828143899554857691760208055334261144738992292241859322762428604374452800961088709423211089765088698904287056831797533855575776515723260357547093577419113299517923018022329703172216390729411123621707169373927178011698124824208366083787027348012365502168350731075315996860692774726750080746519283491453321266006014520839501532849650064701091596782096611457990820400456676127044720504504382330185634704914576253084392666281317389155904699373787353736233119951819503569661546635941692216092231060595037515310320189146505630899390547923873854687840218657794462598966567467941003405762942404409444740859261439463661383087024099743687372418484118494857837951228890672946183940520822360275062845728953609553745126434064958777700051720324628633244889469175507495332477713240298237982472341498170912382321796778484766303238369085662529994447641581231085780586703994009315730031599555418804669116761410863726619065323423285254658756463545618624347740736826844644792871417728702108330854241449921778637980595129814436003709444311213477058102965920551960008120759302325528260706450858558453607343264697813293878673472579396007299306729445773721311889099649540793479365078184127229263800188210408496430235911820788889550337011793857056678497739565336947362464906019569836826564054434060300544423924076461311056933082990778596268273709258066734545832524557535455761578956747107017998972312980035109760867798408944665927069519411516497179707300856773565289126275129136634147080381308915817015708072531854017489282848876824936486746407838800802096656231919847480626023634559197654961693410919834913714210400113203052152099677620559531954070659909895546417340379866975528516280000
